case,phi,voltage,t_car,t_ec,glr_proxy,gll_proxy,grr_proxy,r_ar_left,r_ar_right,r_ee_left,r_ee_right
dot_mimic,0.47123889803846897,0.19,6.408323246638759e-08,9.679177277657548e-08,-3.270854031018789e-08,2.012393413880818,1.9926432161860055,0.02991376694194922,0.19188492467773427,0.01752032035259106,0.1992416757831885
dot_mimic,0.47123889803846897,0.2,8.104120055830458e-08,1.2483932872321298e-07,-4.37981281649084e-08,2.0098536439169665,1.9789623368897802,0.027810707629764557,0.20849266020240909,0.0179570199146697,0.22953027951450092
dot_mimic,0.5969026041820606,-0.2,1.1762406396344497e-07,1.2092241957646753e-07,-3.2983556130225575e-09,1.9632646638892854,2.1849738019368243,0.02947299317718462,0.3495971994340317,0.0662083259895436,0.1646233941988518
dot_mimic,0.5969026041820606,-0.19,7.550658029451939e-08,8.437691483568363e-08,-8.870334541164235e-09,1.960861518773715,2.1705823250672487,0.031721730094190846,0.30755521934428826,0.07086020245014121,0.13697288540670466
dot_mimic,0.5969026041820606,-0.18000000000000002,5.0282922506382815e-08,6.15633736462765e-08,-1.1280451139893686e-08,1.9582944999060747,2.158653100115569,0.03437832585726071,0.2733976237455005,0.07608381467073477,0.11474451234948092
dot_mimic,0.5969026041820606,-0.17,3.476839362165185e-08,4.6889261452081506e-08,-1.212086783042966e-08,1.9555317325403703,2.148661956064148,0.03753135901351296,0.2454946159663223,0.08199961435227487,0.09683264778130632
dot_mimic,0.5969026041820606,-0.16,2.499672560912843e-08,3.722221220020536e-08,-1.222548659107693e-08,1.9525359463708785,2.1401960412865146,0.04129679078559222,0.22255508836661628,0.08876083218922709,0.08235903485461496
dot_mimic,0.5969026041820606,-0.15000000000000002,1.8723409430064094e-08,3.075832974268756e-08,-1.2034920312623465e-08,1.9492629475540173,2.132934698129565,0.0458280894331862,0.20357421174294066,0.09656512984424875,0.07063950157845532
dot_mimic,0.5969026041820606,-0.14,1.4648499658948755e-08,2.6435211659383805e-08,-1.178671200043505e-08,1.9456597599758607,2.126629533969338,0.05133103532276243,0.18777470428786985,0.10567126356019005,0.061145158531819864
dot_mimic,0.5969026041820606,-0.13,1.2004510665453085e-08,2.3620709107763813e-08,-1.1616198442310728e-08,1.941662391170637,2.1210874038431045,0.05808574090762138,0.1745552731344596,0.11642333812078602,0.053467857675156855
dot_mimic,0.5969026041820606,-0.12000000000000001,1.0333367350225754e-08,2.1945620115898345e-08,-1.1612252765672591e-08,1.9371932599056847,2.116156953614203,0.06648002369473105,0.16344925478771138,0.12928675217679325,0.04729228956125628
